Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
1407,ST0193,F003,SUB001,5,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-08-15
1408,ST0328,F004,SUB014,1,1,2,2,1,2,Needs improvement in teaching.,Negative,2025-01-23
1409,ST0639,F006,SUB005,1,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-04-06
1410,ST0586,F019,SUB011,5,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-06-11
1411,ST0517,F004,SUB005,2,1,2,2,1,2,Needs improvement in teaching.,Negative,2025-05-21
1412,ST0144,F029,SUB001,5,5,5,5,5,4,Helpful and supportive faculty.,Positive,2025-01-24
1413,ST0444,F031,SUB008,4,3,3,3,3,4,Satisfactory explanation.,Neutral,2025-04-18
1414,ST0702,F019,SUB002,4,5,4,4,5,4,Great practical sessions.,Positive,2025-06-10
1415,ST0269,F029,SUB017,4,5,4,5,5,5,Concepts explained clearly.,Positive,2025-08-11
1416,ST0006,F037,SUB004,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-01-17
1417,ST0189,F003,SUB001,4,5,5,5,4,4,Concepts explained clearly.,Positive,2025-01-19
1418,ST0326,F018,SUB012,4,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-11-21
1419,ST0862,F012,SUB014,4,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-03-13
1420,ST0166,F012,SUB002,4,3,3,4,4,4,Need more examples.,Neutral,2025-06-14
1421,ST0405,F002,SUB016,5,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-11-25
1422,ST0775,F036,SUB004,3,4,4,4,3,3,Satisfactory explanation.,Neutral,2025-03-31
1423,ST0946,F014,SUB005,3,3,4,3,3,3,Can improve interaction.,Neutral,2025-01-12
1424,ST0060,F025,SUB017,2,2,2,1,2,1,Needs better communication.,Negative,2025-12-02
1425,ST0966,F014,SUB004,4,4,5,5,5,5,Concepts explained clearly.,Positive,2025-09-06
1426,ST0513,F023,SUB023,2,2,1,2,2,1,Practicals were insufficient.,Negative,2025-04-11
1427,ST0432,F035,SUB002,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-05-16
1428,ST0750,F039,SUB020,5,5,5,4,5,4,Very interactive class.,Positive,2025-03-28
1429,ST0885,F018,SUB004,3,4,4,4,3,4,Need more examples.,Neutral,2025-02-25
1430,ST0522,F005,SUB002,4,4,4,5,4,5,Very interactive class.,Positive,2025-01-02
1431,ST0228,F012,SUB024,5,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-11-25
1432,ST0768,F003,SUB007,3,4,3,4,4,4,Average teaching experience.,Neutral,2025-01-31
1433,ST0883,F014,SUB009,5,5,5,5,5,5,Very interactive class.,Positive,2025-08-22
1434,ST0021,F008,SUB021,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-02-16
1435,ST0076,F040,SUB017,4,5,5,5,4,5,Great practical sessions.,Positive,2025-03-11
1436,ST0921,F001,SUB009,4,4,5,5,5,4,Great practical sessions.,Positive,2025-11-03
1437,ST0756,F009,SUB004,3,4,3,3,4,4,Satisfactory explanation.,Neutral,2025-12-21
1438,ST0585,F032,SUB019,3,4,3,4,3,3,Satisfactory explanation.,Neutral,2025-09-04
1439,ST0175,F019,SUB003,3,4,4,3,3,3,Class was okay.,Neutral,2025-10-18
1440,ST0608,F001,SUB027,4,5,4,4,4,5,Very interactive class.,Positive,2025-06-24
1441,ST0549,F005,SUB026,1,1,2,1,2,2,Class was not engaging.,Negative,2025-07-29
1442,ST0993,F038,SUB028,5,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-01-13
1443,ST0753,F008,SUB002,1,1,2,1,1,2,Class was not engaging.,Negative,2025-10-09
1444,ST0152,F035,SUB016,5,5,4,5,4,4,Very interactive class.,Positive,2025-04-21
1445,ST0947,F022,SUB018,4,3,3,4,4,3,Satisfactory explanation.,Neutral,2025-12-31
1446,ST0177,F038,SUB013,4,5,4,4,5,5,Great practical sessions.,Positive,2025-11-07
1447,ST0764,F032,SUB014,4,4,5,4,4,4,Helpful and supportive faculty.,Positive,2025-08-14
1448,ST0139,F035,SUB003,4,5,5,4,4,5,Very interactive class.,Positive,2025-07-06
1449,ST0971,F028,SUB014,3,4,4,3,3,4,Average teaching experience.,Neutral,2025-02-26
1450,ST0593,F025,SUB003,5,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-09-27
1451,ST0539,F001,SUB016,4,3,3,3,4,3,Can improve interaction.,Neutral,2025-12-13
1452,ST0671,F018,SUB028,3,4,3,4,3,4,Average teaching experience.,Neutral,2025-11-13
1453,ST0820,F007,SUB002,4,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-09-12
1454,ST0116,F027,SUB030,5,4,5,4,4,4,Helpful and supportive faculty.,Positive,2025-06-28
1455,ST0671,F006,SUB024,2,1,1,1,2,2,Practicals were insufficient.,Negative,2025-02-14
1456,ST0282,F026,SUB005,1,2,2,1,1,2,Class was not engaging.,Negative,2025-03-09
1457,ST0577,F007,SUB024,4,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-10-14
1458,ST0671,F018,SUB026,5,5,5,4,4,5,Excellent teaching and explanation.,Positive,2025-02-05
1459,ST0114,F008,SUB021,3,3,4,3,4,3,Average teaching experience.,Neutral,2025-10-03
1460,ST0655,F040,SUB018,2,1,2,2,2,1,Practicals were insufficient.,Negative,2025-07-23
1461,ST0770,F012,SUB026,5,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-09-05
1462,ST0600,F033,SUB027,4,4,5,5,5,4,Great practical sessions.,Positive,2025-10-25
1463,ST0659,F003,SUB016,4,3,3,3,3,3,Average teaching experience.,Neutral,2025-01-02
1464,ST0726,F009,SUB009,5,4,4,4,4,4,Great practical sessions.,Positive,2025-01-04
1465,ST0604,F001,SUB006,1,2,2,2,1,2,Needs improvement in teaching.,Negative,2025-03-18
1466,ST0979,F018,SUB021,4,4,5,4,4,5,Very interactive class.,Positive,2025-12-10
1467,ST0312,F030,SUB011,4,3,3,3,3,4,Can improve interaction.,Neutral,2025-11-12
1468,ST0862,F013,SUB012,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-02-17
1469,ST0157,F025,SUB017,4,5,5,5,4,4,Very interactive class.,Positive,2025-04-23
1470,ST0451,F035,SUB023,5,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-19
1471,ST0878,F035,SUB029,1,2,1,1,2,1,Needs better communication.,Negative,2025-03-31
1472,ST0617,F013,SUB011,3,4,4,3,4,4,Can improve interaction.,Neutral,2025-06-11
1473,ST0064,F039,SUB003,3,4,3,4,3,4,Class was okay.,Neutral,2025-07-14
1474,ST0036,F031,SUB002,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-08-24
1475,ST0234,F003,SUB008,1,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-06-19
1476,ST0605,F027,SUB003,4,5,4,4,5,4,Concepts explained clearly.,Positive,2025-11-12
1477,ST0364,F038,SUB023,4,5,4,4,4,4,Very interactive class.,Positive,2025-10-03
1478,ST0062,F037,SUB001,5,4,4,4,4,5,Concepts explained clearly.,Positive,2025-10-20
1479,ST0379,F039,SUB013,5,4,4,4,5,5,Concepts explained clearly.,Positive,2025-05-09
1480,ST0955,F019,SUB020,4,5,5,5,4,4,Very interactive class.,Positive,2025-10-04
1481,ST0250,F026,SUB018,4,4,5,5,5,5,Very interactive class.,Positive,2025-02-22
1482,ST0062,F015,SUB020,2,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-04-30
1483,ST0058,F036,SUB024,3,4,3,3,4,4,Class was okay.,Neutral,2025-01-23
1484,ST0428,F038,SUB009,4,4,3,4,4,4,Average teaching experience.,Neutral,2025-02-24
1485,ST0099,F015,SUB020,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-05-03
1486,ST0097,F020,SUB027,3,4,4,4,4,4,Average teaching experience.,Neutral,2025-05-27
1487,ST0435,F010,SUB019,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-06-22
1488,ST0115,F013,SUB026,4,4,4,4,5,4,Great practical sessions.,Positive,2025-02-05
1489,ST0355,F009,SUB007,5,5,4,5,5,4,Helpful and supportive faculty.,Positive,2025-08-21
1490,ST0363,F002,SUB018,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-04-16
1491,ST0450,F032,SUB017,5,4,5,5,5,5,Concepts explained clearly.,Positive,2025-05-03
1492,ST0219,F021,SUB025,1,2,1,2,1,2,Class was not engaging.,Negative,2025-01-20
1493,ST0258,F007,SUB027,1,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-09-07
1494,ST0004,F035,SUB017,2,2,1,2,2,2,Needs better communication.,Negative,2025-12-29
1495,ST0845,F020,SUB004,5,5,4,5,4,4,Great practical sessions.,Positive,2025-03-01
1496,ST0966,F005,SUB015,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-08-05
1497,ST0259,F005,SUB030,4,4,5,5,4,5,Concepts explained clearly.,Positive,2025-06-21
1498,ST0037,F004,SUB030,3,3,4,4,4,4,Can improve interaction.,Neutral,2025-01-27
1499,ST0242,F038,SUB021,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-06-09
1500,ST0859,F036,SUB024,2,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-02-25
1501,ST0760,F028,SUB027,5,5,5,5,4,4,Great practical sessions.,Positive,2025-09-06
1502,ST0025,F037,SUB011,2,2,1,2,2,2,Needs better communication.,Negative,2025-09-04
1503,ST0619,F010,SUB026,5,5,5,4,4,5,Concepts explained clearly.,Positive,2025-06-12
1504,ST0484,F005,SUB003,3,4,3,4,4,4,Can improve interaction.,Neutral,2025-08-29
1505,ST0270,F016,SUB014,4,4,4,5,4,5,Concepts explained clearly.,Positive,2025-12-30
1506,ST0716,F013,SUB012,5,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-01-28
1507,ST0398,F040,SUB024,1,2,1,1,1,1,Practicals were insufficient.,Negative,2025-08-18
1508,ST0301,F029,SUB017,4,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-10-03
1509,ST0724,F021,SUB026,2,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-05-14
1510,ST0447,F017,SUB007,4,5,5,4,5,4,Concepts explained clearly.,Positive,2025-08-01
1511,ST0543,F034,SUB013,5,4,4,4,4,5,Very interactive class.,Positive,2025-01-18
1512,ST0619,F040,SUB001,4,4,4,4,4,5,Concepts explained clearly.,Positive,2025-03-02
1513,ST0832,F017,SUB025,5,4,4,5,4,4,Very interactive class.,Positive,2025-09-13
1514,ST0769,F007,SUB002,3,4,3,4,3,3,Can improve interaction.,Neutral,2025-04-16
1515,ST0140,F025,SUB015,5,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-04-24
1516,ST0629,F040,SUB005,4,4,3,4,3,4,Average teaching experience.,Neutral,2025-04-05
1517,ST0912,F030,SUB019,4,4,5,4,4,4,Concepts explained clearly.,Positive,2025-02-23
1518,ST0235,F030,SUB018,2,2,1,1,1,1,Needs improvement in teaching.,Negative,2025-04-20
1519,ST0864,F034,SUB017,4,5,4,4,4,4,Great practical sessions.,Positive,2025-01-04
1520,ST0361,F026,SUB007,4,4,4,5,5,4,Great practical sessions.,Positive,2025-03-13
1521,ST0755,F002,SUB028,5,4,4,4,5,5,Great practical sessions.,Positive,2025-03-11
1522,ST0846,F030,SUB027,4,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-03-01
1523,ST0888,F015,SUB009,4,4,3,3,4,3,Need more examples.,Neutral,2025-12-03
1524,ST0498,F015,SUB016,4,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-06-22
1525,ST0148,F023,SUB003,3,3,4,4,3,3,Class was okay.,Neutral,2025-11-24
1526,ST0529,F003,SUB026,2,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-02-15
1527,ST0439,F014,SUB009,5,4,5,5,5,5,Concepts explained clearly.,Positive,2025-02-03
1528,ST0438,F012,SUB014,5,5,4,5,5,4,Great practical sessions.,Positive,2025-10-07
1529,ST0648,F036,SUB011,5,4,5,4,4,4,Helpful and supportive faculty.,Positive,2025-07-14
1530,ST0469,F021,SUB007,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-09-18
1531,ST0693,F010,SUB001,3,4,3,3,3,3,Class was okay.,Neutral,2025-12-27
1532,ST0372,F021,SUB024,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-06-01
1533,ST0481,F013,SUB004,3,4,4,3,4,4,Can improve interaction.,Neutral,2025-09-13
1534,ST0858,F010,SUB014,4,4,4,3,3,3,Class was okay.,Neutral,2025-02-25
1535,ST0546,F019,SUB004,2,1,1,2,2,2,Class was not engaging.,Negative,2025-06-07
1536,ST0373,F027,SUB009,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-05-29
1537,ST0743,F005,SUB010,3,3,3,3,4,4,Can improve interaction.,Neutral,2025-03-03
1538,ST0959,F002,SUB003,5,5,5,4,4,4,Very interactive class.,Positive,2025-10-06
1539,ST0215,F004,SUB023,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-10-16
1540,ST0193,F023,SUB027,4,3,3,3,3,3,Can improve interaction.,Neutral,2025-11-09
1541,ST0043,F012,SUB024,2,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-06-20
1542,ST0553,F026,SUB015,3,4,3,3,4,4,Class was okay.,Neutral,2025-07-10
1543,ST0229,F030,SUB005,2,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-04-18
1544,ST0303,F027,SUB022,4,3,4,3,3,3,Can improve interaction.,Neutral,2025-08-03
1545,ST0921,F026,SUB015,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-09-08
1546,ST0281,F006,SUB005,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-03-16
1547,ST0131,F020,SUB028,5,4,4,5,4,5,Very interactive class.,Positive,2025-06-24
1548,ST0719,F033,SUB004,1,2,2,2,1,1,Needs better communication.,Negative,2025-02-28
1549,ST0529,F014,SUB015,5,5,5,4,4,4,Great practical sessions.,Positive,2025-04-14
1550,ST0978,F019,SUB012,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-04-30
1551,ST0630,F020,SUB019,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-04-28
1552,ST0747,F010,SUB022,2,2,2,1,1,1,Class was not engaging.,Negative,2025-06-16
1553,ST0663,F027,SUB028,4,4,4,3,4,4,Can improve interaction.,Neutral,2025-11-24
1554,ST0268,F024,SUB024,3,4,3,3,4,3,Average teaching experience.,Neutral,2025-04-22
1555,ST0210,F022,SUB014,3,3,3,3,3,4,Class was okay.,Neutral,2025-11-24
1556,ST0687,F017,SUB015,4,5,4,5,4,5,Great practical sessions.,Positive,2025-12-24
1557,ST0912,F008,SUB027,5,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-11-10
1558,ST0183,F014,SUB011,1,1,1,1,2,2,Needs better communication.,Negative,2025-04-14
1559,ST0538,F016,SUB006,5,5,4,4,5,5,Excellent teaching and explanation.,Positive,2025-05-11
1560,ST0949,F010,SUB020,4,5,4,4,4,5,Helpful and supportive faculty.,Positive,2025-02-25
1561,ST0110,F010,SUB005,4,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-01-17
1562,ST0513,F028,SUB007,4,5,4,4,5,5,Concepts explained clearly.,Positive,2025-11-24
1563,ST0148,F014,SUB026,4,4,5,4,5,4,Great practical sessions.,Positive,2025-03-02
1564,ST0688,F003,SUB011,4,3,3,4,3,4,Class was okay.,Neutral,2025-12-28
1565,ST0915,F016,SUB001,4,4,5,4,4,5,Helpful and supportive faculty.,Positive,2025-05-28
1566,ST0336,F006,SUB004,5,5,4,5,4,4,Concepts explained clearly.,Positive,2025-01-14
1567,ST0221,F011,SUB008,5,5,5,4,4,4,Very interactive class.,Positive,2025-05-17
1568,ST0496,F018,SUB012,2,1,2,2,2,1,Needs improvement in teaching.,Negative,2025-05-23
1569,ST0645,F004,SUB027,3,4,4,4,3,3,Can improve interaction.,Neutral,2025-05-06
1570,ST0897,F015,SUB025,4,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-04-26
1571,ST0379,F040,SUB024,4,4,4,5,4,5,Very interactive class.,Positive,2025-11-02
1572,ST0234,F017,SUB030,3,3,3,3,4,4,Average teaching experience.,Neutral,2025-12-31
1573,ST0296,F018,SUB014,4,4,5,4,4,4,Helpful and supportive faculty.,Positive,2025-06-16
1574,ST0717,F032,SUB005,4,4,3,4,4,3,Class was okay.,Neutral,2025-01-17
1575,ST0819,F001,SUB005,4,4,5,4,5,5,Helpful and supportive faculty.,Positive,2025-11-01
1576,ST0424,F021,SUB016,5,5,5,4,5,5,Very interactive class.,Positive,2025-05-04
1577,ST0354,F007,SUB011,4,4,4,4,4,5,Very interactive class.,Positive,2025-02-27
1578,ST0297,F038,SUB001,5,4,5,5,4,5,Very interactive class.,Positive,2025-12-22
1579,ST0652,F017,SUB023,2,1,2,1,2,1,Class was not engaging.,Negative,2025-05-27
1580,ST0114,F039,SUB003,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-05-25
1581,ST0261,F023,SUB022,4,3,4,3,4,3,Need more examples.,Neutral,2025-09-30
1582,ST0543,F027,SUB012,5,5,4,4,4,4,Great practical sessions.,Positive,2025-05-28
1583,ST0782,F021,SUB015,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-08-02
1584,ST0873,F035,SUB004,1,1,1,1,1,2,Practicals were insufficient.,Negative,2025-08-10
1585,ST0354,F020,SUB011,1,1,1,1,2,2,Needs better communication.,Negative,2025-02-21
1586,ST0194,F019,SUB029,5,5,4,4,4,4,Very interactive class.,Positive,2025-04-06
1587,ST0689,F005,SUB017,4,4,3,4,3,4,Need more examples.,Neutral,2025-11-06
1588,ST0755,F009,SUB011,4,4,5,4,4,5,Helpful and supportive faculty.,Positive,2025-01-10
1589,ST0965,F009,SUB007,5,4,5,4,5,5,Concepts explained clearly.,Positive,2025-11-07
1590,ST0400,F027,SUB019,4,3,4,3,3,3,Can improve interaction.,Neutral,2025-09-15
1591,ST0919,F006,SUB017,1,1,1,1,2,1,Needs improvement in teaching.,Negative,2025-10-16
1592,ST0037,F012,SUB005,4,4,4,3,3,3,Can improve interaction.,Neutral,2025-09-25
1593,ST0468,F015,SUB010,1,2,1,1,1,1,Practicals were insufficient.,Negative,2025-03-30
1594,ST0930,F037,SUB027,5,5,4,5,5,4,Helpful and supportive faculty.,Positive,2025-08-05
1595,ST0097,F014,SUB005,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-09-05
1596,ST0645,F019,SUB016,4,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-10-21
1597,ST0296,F024,SUB015,4,5,5,5,4,5,Concepts explained clearly.,Positive,2025-12-25
1598,ST0518,F022,SUB021,4,3,4,4,4,3,Need more examples.,Neutral,2025-04-20
1599,ST0028,F010,SUB013,4,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-11-06
1600,ST0617,F014,SUB009,4,4,5,4,4,4,Great practical sessions.,Positive,2025-04-03
1601,ST0425,F020,SUB012,4,3,3,4,4,4,Class was okay.,Neutral,2025-12-14
1602,ST0653,F009,SUB023,5,4,4,4,4,4,Helpful and supportive faculty.,Positive,2025-03-16
1603,ST0898,F031,SUB008,5,4,5,4,5,5,Great practical sessions.,Positive,2025-07-08
1604,ST0705,F033,SUB021,3,3,4,3,3,3,Need more examples.,Neutral,2025-10-30
1605,ST0635,F028,SUB020,3,3,3,4,4,4,Class was okay.,Neutral,2025-07-08
1606,ST0493,F038,SUB011,3,3,3,3,4,4,Satisfactory explanation.,Neutral,2025-04-10
1607,ST0640,F022,SUB013,4,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-06-28
1608,ST0952,F021,SUB015,3,4,4,4,3,3,Can improve interaction.,Neutral,2025-07-05
1609,ST0032,F021,SUB011,3,4,3,3,4,4,Can improve interaction.,Neutral,2025-10-02
1610,ST0456,F011,SUB005,5,5,5,4,5,5,Very interactive class.,Positive,2025-05-27
1611,ST0619,F023,SUB015,4,5,5,5,5,4,Very interactive class.,Positive,2025-07-23
1612,ST0324,F009,SUB004,5,5,4,5,5,4,Great practical sessions.,Positive,2025-06-04
1613,ST0153,F018,SUB029,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-07-02
1614,ST0318,F021,SUB030,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-02-18
1615,ST0430,F037,SUB022,4,5,4,4,4,5,Very interactive class.,Positive,2025-04-07
1616,ST0685,F015,SUB024,5,5,4,4,5,5,Very interactive class.,Positive,2025-02-09
1617,ST0283,F020,SUB030,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-10-23
1618,ST0901,F015,SUB021,4,5,4,4,4,5,Very interactive class.,Positive,2025-12-19
1619,ST0371,F002,SUB012,1,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-04-20
1620,ST0804,F022,SUB028,3,4,3,3,3,3,Satisfactory explanation.,Neutral,2025-07-30
1621,ST0635,F034,SUB011,5,4,5,5,4,4,Very interactive class.,Positive,2025-01-22
1622,ST0577,F003,SUB008,5,4,5,4,5,5,Great practical sessions.,Positive,2025-09-22
1623,ST0315,F032,SUB017,4,5,5,4,4,4,Great practical sessions.,Positive,2025-11-26
1624,ST0898,F026,SUB022,3,3,3,3,3,4,Class was okay.,Neutral,2025-11-14
1625,ST0493,F012,SUB029,4,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-11-27
1626,ST0421,F023,SUB012,3,4,3,4,3,3,Class was okay.,Neutral,2025-01-26
1627,ST0572,F029,SUB014,4,4,5,4,4,5,Concepts explained clearly.,Positive,2025-05-20
1628,ST0392,F021,SUB017,4,3,4,4,3,3,Average teaching experience.,Neutral,2025-08-30
1629,ST1000,F023,SUB018,5,4,5,5,4,5,Very interactive class.,Positive,2025-05-04
1630,ST0674,F026,SUB002,4,3,3,4,3,3,Average teaching experience.,Neutral,2025-05-08
1631,ST0673,F022,SUB004,5,4,4,4,5,4,Concepts explained clearly.,Positive,2025-10-19
1632,ST0984,F035,SUB008,5,5,5,5,5,5,Great practical sessions.,Positive,2025-02-18
1633,ST0837,F034,SUB017,5,5,4,4,5,5,Concepts explained clearly.,Positive,2025-07-26
1634,ST0200,F011,SUB026,5,4,4,4,4,5,Great practical sessions.,Positive,2025-07-17
1635,ST0526,F034,SUB005,4,4,4,3,3,4,Satisfactory explanation.,Neutral,2025-06-14
1636,ST0141,F016,SUB024,5,4,4,5,4,4,Great practical sessions.,Positive,2025-11-16
1637,ST0340,F004,SUB029,4,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-27
1638,ST0613,F009,SUB017,4,3,3,4,3,4,Need more examples.,Neutral,2025-10-17
1639,ST0421,F017,SUB001,5,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-05-01
1640,ST0334,F028,SUB029,4,3,4,3,4,3,Class was okay.,Neutral,2025-12-04
1641,ST0141,F031,SUB017,3,3,3,4,4,3,Class was okay.,Neutral,2025-05-31
1642,ST0281,F023,SUB005,2,2,2,2,2,1,Needs better communication.,Negative,2025-10-04
1643,ST0125,F020,SUB016,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-05-15
1644,ST0766,F040,SUB006,4,5,4,5,5,4,Great practical sessions.,Positive,2025-11-01
1645,ST0030,F009,SUB014,3,3,3,4,4,3,Average teaching experience.,Neutral,2025-11-14
1646,ST0011,F017,SUB011,3,3,4,3,3,3,Can improve interaction.,Neutral,2025-09-18
1647,ST0961,F031,SUB012,5,5,4,5,4,4,Great practical sessions.,Positive,2025-01-08
1648,ST0096,F008,SUB003,4,4,5,5,5,5,Great practical sessions.,Positive,2025-04-19
1649,ST0963,F016,SUB029,3,3,3,3,4,3,Class was okay.,Neutral,2025-11-11
1650,ST0762,F033,SUB001,4,5,4,4,5,5,Concepts explained clearly.,Positive,2025-03-03
1651,ST0581,F012,SUB002,3,3,3,4,3,3,Average teaching experience.,Neutral,2025-11-01
1652,ST0179,F008,SUB002,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-09-14
1653,ST0789,F032,SUB028,5,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-04-22
1654,ST0826,F005,SUB015,1,1,1,1,2,2,Needs better communication.,Negative,2025-10-09
1655,ST0640,F030,SUB001,5,5,4,5,4,5,Concepts explained clearly.,Positive,2025-04-05
1656,ST0557,F016,SUB010,5,5,4,4,5,5,Great practical sessions.,Positive,2025-02-01
1657,ST0323,F007,SUB026,4,4,4,4,4,5,Concepts explained clearly.,Positive,2025-02-05
1658,ST0593,F016,SUB030,5,5,4,5,5,4,Great practical sessions.,Positive,2025-06-17
1659,ST0484,F007,SUB004,5,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-10-15
1660,ST0374,F015,SUB002,2,1,2,2,1,1,Concepts not explained clearly.,Negative,2025-08-06
1661,ST0095,F015,SUB008,4,5,5,5,5,5,Concepts explained clearly.,Positive,2025-08-25
1662,ST0659,F007,SUB002,5,4,5,4,4,5,Great practical sessions.,Positive,2025-01-05
1663,ST0257,F010,SUB019,4,4,3,3,4,3,Class was okay.,Neutral,2025-07-26
1664,ST0205,F010,SUB026,5,5,4,4,5,5,Great practical sessions.,Positive,2025-06-10
1665,ST0089,F037,SUB016,3,4,3,3,3,3,Average teaching experience.,Neutral,2025-01-17
