id,text,sentiment,relevance,evaluation_type,source
sample_1820,Binay nanaman? Magkano kaya kinikita ni Jim Paredes mula kay Roxas?,negative,general,general,tagasenti
sample_1821,"nice, good napakaganda po salamat sa seller at sa rider pati sa shopee",positive,general,general,tagasenti
sample_1822,"Si Poe, Binay, at Miriam ay malakas ang laban, kaya exciting ang election!",positive,general,general,tagasenti
sample_1823,ok a bit big that is doesn t serve its purpose anymore mas better kasi kung medyo masikip para naiipit tlga ang dapat ipitin,neutral,general,general,tagasenti
sample_1824,Kung patuloy siyang ganyan ay wala talagang tatagal na kaibigan sa kanya.,negative,general,general,tagasenti
sample_1825,"Si Mar Roxas ay graduate ng Wharton, pero may pumupuna sa kanyang mga ginagawa.",neutral,general,general,tagasenti
sample_1826,"Sakto lang itong nabili kong sunshade para sa dashboard, sakop naman lahat pero medyo mahirap siyang tiklupin pabalik.",neutral,general,general,tagasenti
sample_1827,thank you po sa well pack parcel that i received napakabilis po ng shipping salamat po ulit seller is accommodating sa uulitin po,positive,general,general,tagasenti
sample_1828,sayang pera sana tinest muna bago pinadala kaya ko pa naman binili dahil sa bluetooth clicker hindi naman pala gumagana hahahahahaha,negative,general,general,tagasenti
sample_1829,: VIDEO: VP Binay and other officials attend the unveiling of the memorial for the victims of Yolanda.,neutral,general,general,tagasenti
sample_1830,Ombudsman Morales nagbigay ng babala laban sa pagboto kina Binay at Duterte.,neutral,general,general,tagasenti
sample_1831,Mar Roxas is strongly opposing Duterte. Some suggest he might consider stepping aside again.,neutral,general,general,tagasenti
sample_1832,mabilis naman mg deliver .kaya lang nasisiksik masyado sa bubble wrap kaya gusto gusot na ng dumating. di ko pa na try gamitin . pag maganda order na lang ulit mas ok pag hindi maramihan kasi mas mataas ang shipping fee pag dumadami.,positive,general,general,tagasenti
sample_1833,good quality sulit ang binayad thank you seller,positive,general,general,tagasenti
sample_1834,tnk u suki nko dto s store nyo.ora sa daughter ko...twing my pera dto ako order ng undergarments nya..slmat seller and shopee god bless po..until next transaction po.,positive,general,general,tagasenti
sample_1835,very good quality ...napakamura pero maganda.,positive,general,general,tagasenti
sample_1836,"hi thank you sa pag deliver mabilis naman ang pagdating niya, magabda din ang item nakuha ko lang siya nitong sale for only 88php. malaki tukong sakin nito pag mag edit kudos sa store and sana long lasting siya hehe.",positive,general,general,tagasenti
sample_1837,"Kasamang nanumpa ni Cagas kay Villar sa seremonya sa Digos City, ang 136 lokal na lider sa lalawigan, kabilang ang 57 halal na opisyal.",positive,general,general,tagasenti
sample_1838,May nagsasabi na ang ads ni Binay ay puro paawa at pagbebenta ng sarili.,neutral,general,general,tagasenti
sample_1839,"sana man lang yung gumagana or nagagamit ang laman ng mystery pouch.. pero sira ang pods, mukhang nagamit na yung cord at box. mukhang isinoli din ng iba at ipinadala naman sa akin.. not recommended seller",negative,general,general,tagasenti
sample_1840,"can we exclude Binay? Also, I think it's only possible after 1 year due to restrictions for losing cands",neutral,general,general,tagasenti
sample_1841,maganda yung tela kaso ung print may butas butas idk if design yun pero okay na din,neutral,general,general,tagasenti
sample_1842,"Isang obserbasyon na si Mar Roxas ay bumaba mula 2nd pwesto patungong 3rd, at sinabing 'change is coming'.",neutral,general,general,tagasenti
sample_1843,Tama lang ang ginawa ni Mar. Si Binay nga may katukayo din.,positive,general,general,tagasenti
sample_1844,"Nauna ng nag-alok ang may-ari ng barko na Aboitiz Transport Systems Corp., ng P11,000 tulong pinansiyal sa bawat pasahero.",positive,general,general,tagasenti
sample_1845,Bangod nga kabahin na sila sa patigayunon nga automated election wala man sila ginpalampas sang Comelec nga ipaidalom sa voters education.,neutral,general,general,tagasenti
sample_1846,iba yung nasa sample image sa mismong product pero ok naman amoy candy sulit naman yung 25 buti na lang free sf,neutral,general,general,tagasenti
sample_1847,its okay kaso ang huna nung pang connect and ng wire,neutral,general,general,tagasenti
sample_1848,Horrible at walang sense itong design na binili ko noong sale kaya hinding-hindi ko talaga in-recommend sa kahit na kanino na gumamit din nitong product.,negative,general,general,tagasenti
sample_1849,"Pangit ng naging album na ito dahil hindi maganda ang production kaya buti na lang sa 10 bucks ko nakuha, kung hindi iiyak talaga ako.",negative,general,general,tagasenti
sample_1850,"Kapag nakuha ang kinakailangang bilang ng pirma, ipadadala ito sa tanggapan ni Senate President Juan Ponce Enrile para papirmahan at maipatupad ang kautusan ng komite.",neutral,general,general,tagasenti
sample_1851,magkaibang size inorder ko pero nung dumating parang same size lang naman anyways ok naman yung quality magandaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,neutral,general,general,tagasenti
sample_1852,"It's Poe-Francis for me as of 12 noon April 24, 2016. Pls don't argue with me. It's my choice and mine alone.",positive,general,general,tagasenti
sample_1853,"May nagsasabi na puro pasaring sa TV, at inihalintulad si Binay sa taong putak nang putak.",neutral,general,general,tagasenti
sample_1854,"""He needs to do what he promised. (The promise to resign was) coming from him. He said that,"" paalala ni Micael.",neutral,general,general,tagasenti
sample_1855,i just got mine and wow super ganda ng quality fit na fit din sakin i highly recommend this shop and this product sobrang ganda talaga they didn t disappoint me swear i will surely buy here again thank you po,positive,general,general,tagasenti
sample_1856,sent me the wrong color...ok na din kesa ma hassle pa sa pag return. next time please check mabuti.,positive,general,general,tagasenti
sample_1857,Nagawa pa umanong itakbo ang biktima sa Bailan District Hospital kung saan siya idineklarang dead on arrival.,negative,general,general,tagasenti
sample_1858,Tumaas ang halaga ng dolyar kontra piso kahapon.,neutral,general,general,tagasenti
sample_1859,na amaze lang ako sa mystery pouch na nareceive ko... buti n lng gumagana ung lamp...,positive,general,general,tagasenti
sample_1860,Gilayon ini nga ginpahibalo sang tagdumalahan sang Light of Glory Taxi sa Ratsada.,neutral,general,general,tagasenti
sample_1861,May nagsasabing hindi mananalo si Binay.,neutral,general,general,tagasenti
sample_1862,Masyadong malaki ang bayad kaya di makatwiran kung palpak ang serbisyo na inihahatid nila.,negative,general,general,tagasenti
sample_1863,May komento na ang mga hindi taga-Makati ay hindi dapat makialam sa isyu ni Binay.,neutral,general,general,tagasenti
sample_1864,We roast Binay for not giving serious answers yet we laugh with Duterte when he does.,neutral,general,general,tagasenti
sample_1865,To give way to Mar Roxas the way he did to Pinoy in 2010. Bayan muna bago sarili Poe.,positive,general,general,tagasenti
sample_1866,Naging masaya basahin ang James Patterson series na ito dahil nakakapanabik at gusto mo pang ituloy ang pagbabasa. Sulit na sulit ang librong ito!,positive,general,general,tagasenti
sample_1867,Mahina ang plot nito at hindi maganda ang acting kaya wag na kayong mag-abala pang panoorin ito. Sayang lang ang oras ninyo sa pelikulang ito.,negative,general,general,tagasenti
sample_1868,Bakit pangalawa na naman si Mar Roxas? Malapit na siya kay Duterte!,positive,general,general,tagasenti
sample_1869,May mga dahilan kung bakit hindi dapat iboto sina Binay at Poe.,neutral,general,general,tagasenti
sample_1870,akala ko malapad putol2 pala... okay nman yung quality nya kaso hindi sya yung iniexpect kong malapad katulad nang nasa picture putol2 sya naka lenght twice.,positive,general,general,tagasenti
sample_1871,mga teh ang hirap niya e blend hinde siya blendable maganda yung shade and yung lalagyan pero teh pahirapan sa blend di siya maganda for me 2 paman din binili ko di naman pretty. hayst,negative,general,general,tagasenti
sample_1872,"""""""Sa kalsada hanggang leeg ang tubig. Hindi kami makalabas (dahil) ang lakas ng daloy ng tubig,"""" kuwento niya.""",negative,general,general,tagasenti
sample_1873,"Napakagaling mong magpa-ibig nang palihim, andami mo palang asawa sa iba't ibang siyudad.",negative,general,general,tagasenti
sample_1874,red ung order q itim nmn pinadala ng seller d mnlng ng inform nkkasura,negative,general,general,tagasenti
sample_1875,Kahit sino wag lang si Mar Roxas or si Jejomar Binay! Mas ok kung si Miriam!,negative,general,general,tagasenti
sample_1876,"Matud sa mga espesyalista, mas maayo gyud ang early detection ninii, mao nga kun dunay gibati sa lawas, diretso dayon sa pagkonsulta sa inyong doktor.",positive,general,general,tagasenti
sample_1877,Gikaingong nihit nga supply ang hinungdan sa umento sa presyo gumikan sa sunud-sunod nga bagyo nga niigo sa nasod bag-o lang.,negative,general,general,tagasenti
sample_1878,"Ayon kay Villar nauunawaan niya ang sitwasyon ng biktimang si Nicole na posibleng ""bumigay"" umano dahil sa dinaranas na kahirapan sa buhay.",negative,general,general,tagasenti
sample_1879,"Di na tumutulo nang malakas yung bubong, may umaambon na lang ng konti.",negative,general,general,tagasenti
sample_1880,"Lubos din ang kasiyahan ni Senador Richard Gordon, pinuno ng Philippine National Red Cross, paglaya ni Lacaba.",positive,general,general,tagasenti
sample_1881,"request q kay seller blue and maroon dumating both maroon ngmessage aq sbi ok taz hndi nman dn pla, g aq.. sna po qng wlang ibang kulay just say it kz umaasa po kmi dun s kulay n gusto nmin and nkkadisappoint pg iba umoo c seller then iba nman",negative,general,general,tagasenti
sample_1882,"Pwede na itong water gun para sa pool party, nag-i-stuck yung trigger kapag madiin ang pindot, pero malakas naman ang buga ng tubig sa malayo.",neutral,general,general,tagasenti
sample_1883,Panatag ako dahil walang singaw ang tangke ng gasul noong idineliver ito sa aming kusina kahapon.,positive,general,general,tagasenti
sample_1884,Sobrang mad ako at sayang lang yung pera ko sa bagay na ito! Basahin niyo na lang yung ibang extensive reviews kaya konti lang stars niya.,negative,general,general,tagasenti
sample_1885,"Sa kanyang affidavit na may petsang July 31, 2008, sinabi ni De Borja na siya ang tinutukoy ni Sabio na namagitan para sa Meralco.",neutral,general,general,tagasenti
sample_1886,Tinatayang 20 pamilya rin ang inilikas at dinala sa evacuation center sa bayan ng Bolinao sa Pangasinan.,negative,general,general,tagasenti
sample_1887,Anong klaseng tela ang ginamit sa paggawa nitong damit?,neutral,general,general,tagasenti
sample_1888,"Napakasarap talaga ng logan berry jam na ito na unang natikman ko sa England, kaya masaya akong nahanap ko ulit ito para mabili sa wakas.",positive,general,general,tagasenti
sample_1889,"Nagpahayag naman ng pagdududa si Lt. Col. Ernesto Torres Jr., Armed Forces of the Philippines (AFP) spokesman, sa paliwanag ni Bravo sa insidente sa Lanao.",negative,general,general,tagasenti
sample_1890,ang ganda this is my first time na umorder dito sa shoppe ng bra kasi natatakot ako baka malaki dumating lalo nat diko alam size ko kasi flat chested ako so tinry ko umorder neto tamang tama lang sya bagay sya sa mga flat chested teenager nkaka dissapnt lang kasi,positive,general,general,tagasenti
sample_1891,"No offense, pero okay lang na tumuloy ka Miriam? Magkakaisa ang votes ninyo ni Duterte! :))",positive,general,general,tagasenti
sample_1892,i ordered so many different things in this shop and the other product has a really good quality but this earphones does not nasira kasi agad for less than a month na nagagamit,negative,general,general,tagasenti
sample_1893,wag ganun gine generalize niyo ako eh. Yes to binay af! sa vp no problem kahit sino notocorruption,positive,general,general,tagasenti
sample_1894,"The so-called ""news"" about Mar Roxas saying he doesn't need the votes of OFWs is fake. This ""news"" is actually a blog, masquerading as news.",neutral,general,general,tagasenti
sample_1895,tru po yung sa description yes po opo hehehehehehehehe,positive,general,general,tagasenti
sample_1896,ganda mukang matibay sya and quality talaga pretty na kid ko,positive,general,general,tagasenti
sample_1897,Amazing ang series at paperback quality ng librong ito! Ito talaga ang favorite series ko of all time kaya bilhin at basahin niyo na ngayon!,positive,general,general,tagasenti
sample_1898,"Tanggap ko na pangalawa si Mar Roxas, masaya ako kung si Miriam Santiago man!",positive,general,general,tagasenti
sample_1899,"Laking tuwa ko sa pagiging tapat mo sa sarili mo, inamin mo nang harapan na wala kang balak magtrabaho at aasa ka na lang sa akin habambuhay.",negative,general,general,tagasenti
sample_1900,Akala natin ligtas na tayo pero di pa rin natatapos ang banta ng panganib sa labas.,negative,general,general,tagasenti
sample_1901,Ngunit hindi makapaniwala ang pamilya ni Angeles dahil masaya raw ito matapos mapanood ang laban ni Manny Pacquiao.,negative,general,general,tagasenti
